Restaurant	Price	Food	Service	Review
Chalet la Pricaz - Montmin	No Opinion	Positive	Positive	Après une belle randonnée, repas pris sur la terrasse fin décembre Vin chaud excellent, reblonchonnade idem, tartiflette copieuse et entrecôte succulente, des serveurs super gentils Bref avons passé un très agréable moment pour des prix plus que raisonnable A recommander sans hésitation
La Ferme à Dédé - Grenoble	No Opinion	Positive	Positive	Super accueil, très bien mangé (plat copieux) menu enfant très bien adapté. Décoration et ambiance très sympathique. À mon avis il est préférable de réserver !
Le Marrakech - Annecy	No Opinion	Negative	Negative	Accueil déplorable. Refus de servir une carafe d'eau bien que nous ayons commandé une bouteille de vin. Plats dégoutants : trop gras  Supplément : 5€ par personne pour la semoule avec le tajine  A éviter
Shunbun - Grenoble	No Opinion	Positive	No Opinion	De très, très loin, les meilleurs sushis que j'ai mangé à Grenoble : riz excellent, et on sort du traditionnel trio saumon/thon rouge/crevette : dans leur assortiment de shushi (sushi mix) il y a de bonnes surprises gustatives (daurade, maquereau, calamar...). a recommander les yeux fermés pour fans de sushi.
La Ferme à Dédé - Grenoble	Mixed	Positive	No Opinion	Bien placé au centre de Grenoble, très bon resto traditionnel aux couleurs de la Savoie, 15€ le gratin de diots et crozets + un parfait à la chartreuse à tomber ! Y'a bcp de monde et il vaut mieux réserver, pas facile pour l'équipe restreinte qui se démène au maximum, à y retourner pour apprécier sans nul doute les autres plats traditionnels.
La Fondue - Grenoble	Negative	Negative	No Opinion	Raclette bas de gamme. Dans une région où les producteurs locaux proposent de si bons produits, quel dommage de servir de la charcuterie industrielle et un fromage sans saveur. L'addition aurait dû permettre une raclette digne de ce nom.
Brasserie Chavant Grenoble	No Opinion	Mixed	Negative	"""Une belle brasserie, certes, Bien décorée, mais cela ne fait pas tout.  * des serveurs qui rigolent dans les coins ou s'amusent avec leur portable,  * l'intérieur """"chaud"""", à se demander si leur climatisation fonctionne correctement ! Avec la porte ouverte, et la chaleur qui rentre à l'intérieur, on a beaucoup de mal à bien apprécier le repas ! * un """"coaching"""" du personnel est à conseiller... * les plats sont bons, sans plus."""
La veyrie - Bernin	No Opinion	Positive	Positive	Simple et délicieux  Cadre magnifique et service chouette chaleureux et très professionnel  L omble chevalier était parfait et les nems aussi
Shunbun - Grenoble	Positive	Positive	No Opinion	le meilleur sur Grenoble, très propre et les sushis sont vraiment excellents, il y a même des formules pour le midi, pour les budgets un peu plus serrés !!! Nous y sommes allés plusieurs fois et n'avons jamais été déçu
Bistrot André - Grenoble	No Opinion	Positive	Positive	Repas exceptionnel avec un service à  la hauteur des plats , Je recommande qui veulent se faire plaisir avec une cuisine savoureuse !
Le Gratin Dauphinois - Grenoble	Positive	Positive	Positive	Accueil chaleureux, plats copieux et délicieux. Bravo!! Une déco sympa et originale. A refaire et vite!!
"""""""Chateau de la commanderie - Grenoble"""""""	Positive	Positive	Positive	"""""""Un très bon cadre, beaucoup de cachet. Accueil chaleureux par le maître d'hôtel avec un bon conseil pour le vin. De très bons mets avec un budget plus raisonnable pour une restaurant gastronomique. Une adresse incontournable..."""""""
La Peña Andaluza - Grenoble	No Opinion	Mixed	Mixed	Bonne nourriture et serveur agréable. Cependant comme dit dans des précédents commentaires, service ultraaaa long et plats en trop petite quantité… De plus, notre table était collante (pas agréable quand on pose les mains dessus) et mon pantalon a été taché car il y avait des miettes sur les sièges :/
Les Jardins de Sainte-Cécile - Grenoble	No Opinion	Positive	Positive	Très joli restaurant, serveurs très sympathiques et professionnels . Repas à 51 euros très bons, sans fautes notes mais ils manquaient un peu d'originalités. Tout est maîtrisé ! Peut être un peu trop du coup . Foie gras excellent !
Les 3 Brasseurs - Echirolles	No Opinion	Negative	Positive	Baisse de qualité et de quantité malgré un serveur assez sympathique. Un peu déçu de ce 2ème passage.
Une Semaine sur Deux - Grenoble	No Opinion	Positive	Positive	Cadre très agréable, décoré avec goût, carreaux de ciment et grande horloge chiffres romains, j'adore ! Les serveuses : super sympas !Quant au repas, succulent !!!! Un goût de reviens y !Vraiment chouette !
Les Terrasses Poulard - Le Mont-Saint-Michel	Negative	Negative	Negative	A l’arrivée serveur en train de préparer des galettes avec salade sur le bord du comptoir à l’entrée avec les doigts sans protection et s’essuyant le front entre 2 assiettes... Nous n’avons pas fait demi tour malgré l’attente pour que l’on nous place mais nous n’avons pas tenté les galettes... pour la suite du service, de l’eau demandée à 2 reprises que nous avons obtenue juste avant de payer l’addition... nourriture pas mauvaise mais très chère pour ce que c’était.
La veyrie - Bernin	No Opinion	Negative	Negative	"""Première et surtout dernière expérience dans ce lieu qui ne mérite pas le nom de restaurant. Oubli de nos plats. Et pour le vin, à la troisième demande le """"sois-disant responsable"""" nous a très mal répondu. Puis nous a critiqué derrière le bar avec une serveuse. Manque de chance pour lui, nous avons une très bonne audition.  Bravo pour tant de professionnalisme..."""
Le Gratin Dauphinois - Grenoble	Positive	Positive	Positive	Accueil parfait  Service irréprochable  S adapte aux allergies alimentaires  Assiette copieuse très bien présentée   Excellent restaurant !   À refaire et recommander
Les Jardins de Sainte-Cécile - Grenoble	No Opinion	Positive	No Opinion	Nous avons fait notre repas de fin d'année : salle très agréable, non bruyante, service rapide et efficace. Mets très fin et de très bonne qualité. le petit patio doit être très agréable en été.
Chalet la Pricaz - Montmin	No Opinion	Positive	Positive	Un arrêt pas prévu au départ , donc sans réservation. Avons eu la chance d’avoir une table sur la terrasse ! Que du bonheur ! Un petit vin blanc de Savoie , des repas régionaux ! Avec l’air de la montagne et la marche ,même avec le soleil , ça fait du bien ! Un serveur très gentil ,des bons plats savoyards , que demander de plus !
La Fondue - Grenoble	No Opinion	Positive	Negative	resa pour 2 à 19h.  A peine arrivés mon mari et moi qu on a l impression de déranger: personne ne nous calcule.... Coup de grâce lorsque le serveur dit à mon conjoint en fin de repas que le 2e service va commencer et que nous devons partir! Le pauvre n a même pas eu le temps de boire son génépi!!!!!  A notre départ, rebelote, pas un regard ni formule de politesse. La seule chose que la serveuse a dit à sa collègue en nous voyant:   tu peux redresser la table 26, ils sont partis , sympa!!!! Apprendre les BA-ba de l accueil serait une bonne idée... Pour une première fois, ce sera la dernière, les restos qui prennent les clients pour des vaches à lait, non merci!!!! Dommage car la fondue est bonne!
Les Jardins de Sainte-Cécile - Grenoble	Positive	Positive	Positive	Décor cosi (on aime le rouge) La cuisine est raffinée, bien servie avec une belle décoration dans l'assiette. Mais le plus important est le gout. Bon vin au verre. Prix un peu élevé, mais ca vaut le coup !
Les Terrasses Poulard - Le Mont-Saint-Michel	Mixed	Mixed	Positive	Le personnel a été accueillant et assez disponible malgré l’affluence. Les plats plutôt corrects sauf le plat principal avec les frites qui étaient trop salées. Il aurait mieux valu ne pas les saler du tout, et me laisser saler à mon goût. Le prix était plutôt correct aussi.
Brasserie Chavant Grenoble	Mixed	Mixed	Positive	Uniquement à la carte, mais au final l'addition est identique à ce que l'on peut trouver de similaire sur Grenoble. La carte est alléchante et variée, tout était très bon. On déplore peut etre un très léger manque d'originalité dans les saveurs Service très agréable et professionnel.
Les Grands Buffets - Narbonne	Mixed	Positive	Negative	a midi pas trop la foule bien gouté a tout rien a redire tout était bon de ce que l'on a choisi.Par contre a partir d'une certaine heure(13 a 15h) buffet inaccessible queue de partout   Et surtout ce que je trouve abusé si vous annulé quelque soit la raison plus d'un mois avant on vous prélève quand meme 20euros
Le Gratin Dauphinois - Grenoble	No Opinion	Positive	No Opinion	Nous avons très bien mangé , cadre très joli. Nous n'avons malheureusement pas pu goûter les desserts car pris par le temps, mais c'est une très bonne adresse
Brasserie Chavant Grenoble	No Opinion	Positive	Positive	"""Nous sommes venus fêter notre anniversaire de mariage dans cette brasserie dont nous avons entendu parler et dont nous incitons tout un chacun d'en faire l'expérience.  L'occasion de ce moment privilégié a été propice aux échanges et aux dégustations de choix.  La professionnalité du personnel était, sans aucun doute, hors pair. Le restaurant est accueillant, clair et de tout confort. La cuisine est raffinée et succulente. Merci à la Chef Cuisinière de nous avoir fait goûter des mets de qualité ! Le service est remarquable : sens du contact et de l'échange taillés de conviction telle que """"Choisissez un travail que vous aimez et vous n'aurez pas à travailler un seul jour de votre vie"""".  En un mot : BRAVO !"""
Le Gratin Dauphinois - Grenoble	No Opinion	Positive	Positive	Très satisfait du restaurant. Les gratins dauphinois sont très bons et servis bien chauds. Burger du jour très bien aussi. Je recommande
Les Grands Buffets - Narbonne	Mixed	Positive	Positive	Le serveur Kevin a été au top très professionnel  Et large choix aux buffets on a aimer aussi le large choix de vins désormais il y’a du bordeaux  De plus le seul point négatif dommage que l’on ai des frais en cas d’annulation même un mois à l’avance ( 5 € ) par convive
Le Chalet Restaurant - Annecy	No Opinion	Positive	No Opinion	Restaurant charmant aux plats traditionnels,  idéal pour un dîner en hiver ou sous la pluie. Je recommande la raclette, très efficace.
Brasserie Georges - Lyon	No Opinion	Positive	Positive	C'est une ambiance brasserie du plus bel effet. Le sve est très bien et la nourriture excellente. Un seul bémol en cette soirée un orchestre bien trop bruyant (trompette, saxo...) qui ne se prête pas à l'acoustique des lieux et qui rend la discussion à table assez compliquée.
Une Semaine sur Deux - Grenoble	Negative	Mixed	Positive	Pas très bon rapport qualité-prix. Assiettes pas si originales qu'annoncées par le cuistot. Sinon resto chaleureux et service correct.
La Fondue - Grenoble	Negative	Positive	No Opinion	miam miam un tout ptit peu cher le rapport qualité/prix
Le Chalet Restaurant - Annecy	No Opinion	Positive	Positive	De route d’au chalet pour profiter de la nouvelle carte d’hivere un régale merci Daniel et Rémy et le chef, toujours un plaisir
Bistrot André - Grenoble	Positive	Positive	Positive	La cuisine est à la fois créative et raffinée, avec des produits frais et des associations de saveurs qui surprennent agréablement le palais. Chaque plat est une belle découverte, soigné dans la présentation, mais aussi généreux en goût. Le personnel attentionné et sympathique.  L’ambiance est chaleureuse et conviviale.  Rapport qualité prix convenable.  Je recommande !
